school,sex,age,address,famsize,Pstatus,Medu,Fedu,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,Mjob_health,Mjob_other,Mjob_services,Mjob_teacher,Fjob_health,Fjob_other,Fjob_services,Fjob_teacher,reason_home,reason_other,reason_reputation,guardian_mother,guardian_other,parent_edu_avg,parent_edu_max,parent_edu_diff,study_leisure_ratio,study_leisure_diff,social_engagement,total_alcohol,alcohol_weekly_avg,support_score,grade_progression,grade_avg_g1g2,grade_trend,age_above_avg,absence_category,log_absences,studytime_x_parent_edu,failures_x_absences,internet_x_higher,famsup_x_studytime,alcohol_x_studytime,high_absence_risk,has_failures,multiple_failures,low_study_risk,high_alcohol_risk,combined_risk_score
0,0,15,1,1,1,1,1,1,2,0,0,1,0,1,0,1,1,0,4,3,2,2,3,4,2,9,10,10,False,True,False,False,False,True,False,False,True,False,False,False,False,1.0,1,0,0.5,-1,3,5,2.2857142857142856,1,1,9.5,1,0,1,1.0986122886681098,2.0,0,1,2,10,0,0,0,0,0,0
0,0,15,1,1,1,4,4,2,2,2,0,0,1,0,1,1,1,1,4,4,4,2,3,5,6,7,9,8,False,False,True,False,False,False,True,False,False,False,True,False,False,4.0,4,0,0.4,-2,5,5,2.2857142857142856,1,2,8.0,1,0,2,1.9459101490553132,8.0,12,1,0,10,0,1,1,0,0,1
0,0,16,1,0,1,2,2,1,2,0,0,1,0,0,1,1,0,0,4,3,4,1,2,2,4,8,7,6,False,False,False,False,False,True,False,False,False,False,False,True,False,2.0,2,0,0.5,-1,4,3,1.2857142857142858,1,-1,7.5,-1,0,1,1.6094379124341003,4.0,0,0,2,6,0,0,0,0,0,0
0,0,15,1,1,1,4,2,1,3,0,0,1,0,1,1,1,1,0,5,3,3,1,3,1,4,13,14,14,False,True,False,False,False,True,False,False,False,False,True,True,False,3.0,4,2,0.75,0,4,4,1.5714285714285714,1,1,13.5,1,0,1,1.6094379124341003,9.0,0,1,3,12,0,0,0,0,0,0
0,1,16,1,1,1,2,2,2,2,1,0,0,1,1,0,1,1,0,4,4,2,1,1,3,12,11,10,10,False,False,True,False,False,True,False,False,False,False,True,False,False,2.0,2,0,0.4,-2,3,2,1.0,1,-1,10.5,-1,0,3,2.5649493574615367,4.0,12,1,0,4,1,1,0,0,0,2
0,1,16,1,0,0,4,4,1,2,0,0,1,0,0,1,1,0,0,4,1,3,3,5,5,18,8,6,7,False,False,False,True,True,False,False,False,False,False,True,True,False,4.0,4,0,1.0,1,3,8,3.5714285714285716,1,-2,7.0,-1,0,3,2.9444389791664403,8.0,0,0,2,16,1,0,0,0,1,2
0,0,16,1,1,1,3,3,1,3,0,0,1,1,0,1,1,1,1,4,3,3,1,3,4,0,7,7,8,False,True,False,False,False,True,False,False,True,False,False,True,False,3.0,3,0,0.75,0,4,4,1.5714285714285714,2,0,7.0,0,0,0,0.0,9.0,0,1,3,12,0,0,0,0,0,0
0,0,15,1,1,1,4,3,1,1,0,0,0,1,1,1,1,1,0,4,5,5,1,3,1,4,16,17,18,False,False,True,False,False,True,False,False,False,False,True,True,False,3.5,4,1,0.16666666666666666,-4,6,4,1.5714285714285714,1,1,16.5,1,0,1,1.6094379124341003,3.5,0,1,0,4,0,0,0,1,0,1
0,0,16,1,0,1,3,1,1,2,0,1,1,0,0,1,1,0,0,3,3,3,2,3,2,4,7,6,6,False,True,False,False,False,True,False,False,True,False,False,False,False,2.0,3,2,0.5,-1,3,5,2.2857142857142856,2,-1,6.5,-1,0,1,1.6094379124341003,4.0,0,0,2,10,0,0,0,0,0,0
0,0,16,1,1,1,4,2,2,2,0,0,1,1,1,1,1,1,0,5,3,3,1,1,1,0,11,10,10,False,False,False,True,False,False,True,False,True,False,False,True,False,3.0,4,2,0.5,-1,4,2,1.0,2,-1,10.5,-1,0,0,0.0,6.0,0,1,2,4,0,0,0,0,0,0
0,1,15,1,0,1,2,2,1,4,0,0,1,0,1,1,1,1,0,4,3,4,1,1,4,6,11,13,14,False,False,True,False,True,False,False,False,False,False,True,True,False,2.0,2,0,1.0,1,5,2,1.0,1,2,12.0,1,0,2,1.9459101490553132,8.0,0,1,4,8,0,0,0,0,0,0
0,0,15,0,1,1,1,1,2,4,1,1,1,1,1,1,1,1,0,3,1,2,1,1,1,2,7,10,10,False,False,False,False,False,True,False,False,True,False,False,True,False,1.0,1,0,2.0,3,3,2,1.0,3,3,8.5,1,0,1,1.0986122886681098,4.0,2,1,4,8,0,1,0,0,0,1
0,1,16,0,1,1,4,3,2,1,0,1,1,0,1,0,1,1,0,3,3,3,1,1,4,2,11,15,15,False,False,True,False,False,True,False,False,False,False,True,True,False,3.5,4,1,0.25,-2,4,2,1.0,2,4,13.0,1,0,1,1.0986122886681098,3.5,0,1,1,2,0,0,0,1,0,1
0,0,16,1,1,1,2,1,1,2,0,0,1,1,0,1,1,0,1,4,3,5,1,1,5,2,8,9,10,False,True,False,False,False,True,False,False,False,False,False,True,False,1.5,2,1,0.5,-1,6,2,1.0,2,1,8.5,1,0,1,1.0986122886681098,3.0,0,0,2,4,0,0,0,0,0,0
0,0,16,1,1,1,4,4,1,1,0,0,0,0,1,0,1,1,0,5,3,4,1,2,1,6,11,14,14,False,True,False,False,False,True,False,False,False,False,True,True,False,4.0,4,0,0.25,-2,5,3,1.2857142857142858,0,3,12.5,1,0,2,1.9459101490553132,4.0,0,1,0,3,0,0,0,1,0,1
0,0,16,1,1,1,4,3,1,3,0,1,1,1,0,1,1,1,0,5,3,5,1,1,3,0,7,9,8,False,True,False,False,False,False,False,False,False,False,False,True,False,3.5,4,1,0.75,0,5,2,1.0,3,2,8.0,1,0,0,0.0,10.5,0,1,3,6,0,0,0,0,0,0
0,1,16,1,1,1,4,4,1,1,0,1,1,1,1,1,1,1,0,4,5,5,5,5,4,14,7,7,5,False,False,True,False,False,False,True,False,False,True,False,True,False,4.0,4,0,0.16666666666666666,-4,6,10,5.0,3,0,7.0,0,0,3,2.70805020110221,4.0,0,1,1,10,1,0,0,1,1,3
0,1,16,1,1,1,4,4,1,3,0,0,1,0,1,1,1,1,1,4,4,3,1,1,4,0,16,17,17,False,False,True,False,False,False,False,True,False,True,False,False,False,4.0,4,0,0.6,-1,5,2,1.0,1,1,16.5,1,0,0,0.0,12.0,0,1,3,6,0,0,0,0,0,0
0,1,15,1,1,1,4,4,1,1,0,0,1,0,1,0,1,1,0,5,3,3,1,1,5,4,10,13,14,False,False,True,False,False,True,False,False,False,False,False,True,False,4.0,4,0,0.25,-2,4,2,1.0,1,3,11.5,1,0,1,1.6094379124341003,4.0,0,1,1,2,0,0,0,1,0,1
0,0,15,1,1,1,3,2,2,2,0,1,1,1,0,1,1,1,0,4,3,5,1,1,2,26,7,6,6,False,False,True,False,False,True,False,False,True,False,False,True,False,2.5,3,1,0.5,-1,5,2,1.0,3,-1,6.5,-1,0,4,3.295836866004329,5.0,0,1,2,4,1,0,0,0,0,1
0,1,15,1,1,0,3,4,1,2,0,0,1,1,1,1,1,1,0,5,4,4,1,1,1,0,16,18,18,False,False,True,False,False,True,False,False,False,False,False,True,False,3.5,4,1,0.4,-2,5,2,1.0,2,2,17.0,1,0,0,0.0,7.0,0,1,2,4,0,0,0,0,0,0
0,0,15,1,1,0,3,3,1,4,0,1,0,0,0,1,1,0,0,4,3,3,1,1,4,10,10,11,11,False,True,False,False,True,False,False,False,False,False,True,False,False,3.0,3,0,1.0,1,3,2,1.0,1,1,10.5,1,0,2,2.3978952727983707,12.0,0,0,0,8,1,0,0,0,0,1
0,0,15,1,1,1,2,2,1,4,0,1,1,1,0,1,1,1,0,5,1,2,1,1,3,8,7,8,8,False,True,False,False,False,True,False,False,False,False,False,True,False,2.0,2,0,2.0,3,2,2,1.0,3,1,7.5,1,0,2,2.1972245773362196,8.0,0,1,4,8,0,0,0,0,0,0
0,1,16,1,1,1,3,3,1,3,0,0,1,0,1,1,1,1,0,5,3,3,1,1,5,2,16,18,18,False,False,True,False,False,True,False,False,True,False,False,False,False,3.0,3,0,0.75,0,4,2,1.0,1,2,17.0,1,0,1,1.0986122886681098,9.0,0,1,3,6,0,0,0,0,0,0
0,1,15,0,1,1,4,4,4,4,0,0,1,1,1,1,1,1,1,1,3,5,3,5,1,6,10,13,13,False,True,False,False,False,True,False,False,True,False,False,False,False,4.0,4,0,1.0,1,7,8,3.5714285714285716,2,3,11.5,1,0,2,1.9459101490553132,16.0,0,1,4,32,0,0,0,0,1,1
0,0,16,1,0,1,4,4,1,3,0,0,1,1,1,1,1,1,1,5,4,5,1,1,4,4,14,15,16,True,False,False,False,True,False,False,False,False,True,False,True,False,4.0,4,0,0.6,-1,7,2,1.0,2,1,14.5,1,0,1,1.6094379124341003,12.0,0,1,3,6,0,0,0,0,0,0
0,1,15,1,0,0,4,4,1,1,0,0,0,0,1,1,1,1,0,5,5,3,1,1,4,6,18,19,19,False,False,False,True,False,False,False,True,False,False,False,True,False,4.0,4,0,0.16666666666666666,-4,4,2,1.0,0,1,18.5,1,0,2,1.9459101490553132,4.0,0,1,0,2,0,0,0,1,0,1
0,0,16,0,1,1,3,3,1,3,1,1,1,0,1,1,1,1,0,4,1,2,1,1,2,0,7,10,10,False,False,True,False,False,True,False,False,False,False,True,False,False,3.0,3,0,1.5,2,3,2,1.0,2,3,8.5,1,0,0,0.0,9.0,0,1,3,6,0,1,0,0,0,1
0,0,16,1,1,1,2,2,1,2,1,1,0,0,1,1,1,1,0,3,1,2,1,1,5,6,10,13,13,False,False,False,False,False,True,False,False,True,False,False,True,False,2.0,2,0,1.0,1,3,2,1.0,1,3,11.5,1,0,2,1.9459101490553132,4.0,6,1,0,4,0,1,0,0,0,1
0,1,15,1,0,1,4,2,1,1,0,0,0,0,0,1,1,1,0,3,5,2,1,1,3,10,18,19,19,False,False,False,True,False,True,False,False,False,False,False,True,False,3.0,4,2,0.16666666666666666,-4,2,2,1.0,0,1,18.5,1,0,2,2.3978952727983707,3.0,0,1,0,2,1,0,0,1,0,2
0,1,15,0,1,1,2,1,1,2,0,0,0,0,1,1,1,1,1,5,4,2,1,1,5,8,9,9,9,True,False,False,False,False,False,True,False,False,False,True,True,False,1.5,2,1,0.4,-2,4,2,1.0,0,0,9.0,0,0,2,2.1972245773362196,3.0,0,1,0,4,0,0,0,0,0,0
0,1,16,1,1,1,4,4,1,2,0,0,1,0,1,1,1,1,0,5,4,4,1,2,5,2,15,15,16,False,False,False,True,False,False,False,True,False,False,False,False,False,4.0,4,0,0.4,-2,5,3,1.2857142857142858,1,0,15.0,0,0,1,1.0986122886681098,8.0,0,1,2,6,0,0,0,0,0,0
0,1,15,1,1,1,4,4,2,2,0,0,1,0,1,1,1,0,0,4,4,3,1,1,2,2,11,13,14,False,True,False,False,False,False,False,True,False,False,True,False,False,4.0,4,0,0.4,-2,4,2,1.0,1,2,12.0,1,0,1,1.0986122886681098,8.0,0,0,2,4,0,0,0,0,0,0
0,1,16,1,1,1,3,3,2,1,0,0,0,0,1,1,1,1,0,5,4,2,1,1,5,0,13,14,13,False,True,False,False,False,False,True,False,True,False,False,False,False,3.0,3,0,0.2,-3,3,2,1.0,0,1,13.5,1,0,0,0.0,3.0,0,1,0,2,0,0,0,1,0,1
0,1,17,0,1,1,1,3,3,2,1,0,1,0,1,1,1,1,0,5,2,4,1,4,5,20,9,7,8,False,True,False,False,False,True,False,False,False,False,False,False,False,2.0,3,2,0.6666666666666666,0,5,5,1.8571428571428572,1,-2,8.0,-1,1,3,3.044522437723423,4.0,20,1,2,10,1,1,0,0,0,2
0,1,15,1,1,1,3,4,1,1,0,0,0,0,0,1,1,1,0,3,4,3,1,2,4,6,14,13,13,False,True,False,False,False,True,False,False,False,False,True,False,False,3.5,4,1,0.2,-3,3,3,1.2857142857142858,0,-1,13.5,-1,0,2,1.9459101490553132,3.5,0,1,0,3,0,0,0,1,0,1
0,0,15,1,1,1,1,2,1,2,0,0,0,0,0,0,1,1,0,3,2,3,1,2,1,2,16,15,15,False,False,False,False,False,False,True,False,False,False,False,True,False,1.5,2,1,0.6666666666666666,0,3,3,1.2857142857142858,0,-1,15.5,-1,0,1,1.0986122886681098,3.0,0,1,0,6,0,0,0,0,0,0
0,1,15,1,1,1,2,2,1,4,0,0,1,1,1,1,1,1,0,5,5,4,1,2,5,6,16,14,15,False,False,True,False,False,False,True,False,True,False,False,False,False,2.0,2,0,0.6666666666666666,-1,5,3,1.2857142857142858,2,-2,15.0,-1,0,2,1.9459101490553132,8.0,0,1,4,12,0,0,0,0,0,0
0,0,16,1,0,1,2,4,2,2,0,0,1,1,1,1,1,1,1,4,2,2,1,2,5,2,13,13,13,False,True,False,False,True,False,False,False,False,False,False,False,False,3.0,4,2,0.6666666666666666,0,4,3,1.2857142857142858,2,0,13.0,0,0,1,1.0986122886681098,6.0,0,1,2,6,0,0,0,0,0,0
0,1,16,1,1,1,4,4,1,1,0,0,1,0,1,1,1,1,0,3,4,4,1,4,5,18,14,11,13,True,False,False,False,False,True,False,False,False,False,False,True,False,4.0,4,0,0.2,-3,5,5,1.8571428571428572,1,-3,12.5,-1,0,3,2.9444389791664403,4.0,0,1,1,5,1,0,0,1,0,2
0,0,16,1,1,1,2,2,1,2,0,0,0,1,0,1,1,1,1,5,4,4,1,1,5,0,8,7,8,False,True,False,False,False,True,False,False,True,False,False,True,False,2.0,2,0,0.4,-2,5,2,1.0,1,-1,7.5,-1,0,0,0.0,4.0,0,1,0,4,0,0,0,0,0,0
0,1,15,1,1,1,3,4,1,1,0,1,0,0,0,1,1,1,0,5,5,5,3,2,5,0,13,13,12,False,False,True,False,False,False,True,False,True,False,False,False,False,3.5,4,1,0.16666666666666666,-4,5,5,2.7142857142857144,1,0,13.0,0,0,0,0.0,3.5,0,1,0,5,0,0,0,1,0,1
0,0,15,1,0,0,3,4,1,2,0,1,0,0,1,1,1,1,1,5,3,2,1,1,1,0,7,10,11,False,True,False,False,False,True,False,False,True,False,False,True,False,3.5,4,1,0.5,-1,4,2,1.0,1,3,8.5,1,0,0,0.0,7.0,0,1,0,4,0,0,0,0,0,0
0,0,19,1,1,1,0,1,1,2,3,0,1,0,0,0,0,0,0,3,4,2,1,1,5,2,7,8,9,False,False,False,False,False,True,False,False,False,False,False,False,True,0.5,1,1,0.4,-2,2,2,1.0,1,1,7.5,1,1,1,1.0986122886681098,1.0,6,0,2,4,0,1,1,0,0,1
0,1,18,0,1,1,2,2,1,1,2,0,1,0,1,1,1,1,0,3,3,3,1,2,4,0,7,4,0,False,False,True,False,False,True,False,False,False,False,True,True,False,2.0,2,0,0.25,-2,4,3,1.2857142857142858,1,-3,5.5,-1,1,0,0.0,2.0,0,1,1,3,0,1,1,1,0,2
0,1,16,0,1,1,4,4,1,1,0,0,0,1,1,1,1,1,0,3,5,5,2,5,4,8,18,18,18,False,False,False,True,False,False,False,True,False,False,False,True,False,4.0,4,0,0.16666666666666666,-4,6,7,2.857142857142857,1,0,18.0,0,0,2,2.1972245773362196,4.0,0,1,0,7,0,0,0,1,1,2
0,0,15,0,1,1,3,4,2,3,2,0,1,0,0,1,1,1,1,4,2,2,2,2,5,0,12,0,0,False,False,True,False,False,False,False,True,False,False,False,False,False,3.5,4,1,1.0,1,3,4,2.0,1,-12,6.0,-1,0,0,0.0,10.5,0,1,3,12,0,1,1,0,0,1
0,0,15,1,1,1,1,1,3,1,0,0,1,0,1,0,1,1,1,4,3,3,1,2,4,0,8,0,0,False,False,False,False,False,True,False,False,False,False,False,True,False,1.0,1,0,0.25,-2,5,3,1.2857142857142858,1,-8,4.0,-1,0,0,0.0,1.0,0,1,1,3,0,0,0,1,0,1
0,0,17,1,0,1,2,2,1,1,0,0,1,0,0,1,1,1,1,3,4,4,1,3,5,12,10,13,12,False,True,False,False,False,True,False,False,False,False,False,False,False,2.0,2,0,0.2,-3,5,4,1.5714285714285714,1,3,11.5,1,1,3,2.5649493574615367,2.0,0,1,1,4,1,0,0,1,0,2
0,0,16,1,1,0,3,4,1,1,0,0,0,0,0,1,1,1,0,3,2,1,1,4,5,16,12,11,11,False,False,True,False,False,True,False,False,False,False,False,False,False,3.5,4,1,0.3333333333333333,-1,1,5,1.8571428571428572,0,-1,11.5,-1,0,3,2.833213344056216,3.5,0,1,0,5,1,0,0,1,0,2
0,1,15,0,1,1,3,4,4,2,0,0,1,0,0,1,1,0,1,5,3,3,1,1,5,0,9,0,0,False,False,False,False,False,False,False,True,False,False,False,True,False,3.5,4,1,0.5,-1,4,2,1.0,1,-9,4.5,-1,0,0,0.0,7.0,0,0,2,4,0,0,0,0,0,0
0,0,15,1,1,1,4,4,1,3,0,0,1,0,1,1,1,1,1,4,3,3,1,1,5,0,11,0,0,False,False,True,False,False,False,False,False,False,False,False,True,False,4.0,4,0,0.75,0,5,2,1.0,1,-11,5.5,-1,0,0,0.0,12.0,0,1,3,6,0,0,0,0,0,0
0,1,17,0,1,1,3,4,3,2,0,0,0,0,0,1,1,0,0,5,4,5,2,4,5,0,10,0,0,False,False,False,False,False,True,False,False,False,False,False,True,False,3.5,4,1,0.4,-2,5,6,2.5714285714285716,0,-10,5.0,-1,1,0,0.0,7.0,0,0,0,12,0,0,0,0,0,0
0,0,16,1,1,0,3,3,2,1,2,0,1,0,1,0,1,1,1,4,3,2,1,1,5,0,4,0,0,False,True,False,False,False,True,False,False,False,False,False,False,True,3.0,3,0,0.25,-2,4,2,1.0,1,-4,2.0,-1,0,0,0.0,3.0,0,1,1,2,0,1,1,1,0,2
0,1,16,1,0,1,1,1,1,2,1,0,0,0,0,1,1,0,1,4,4,4,1,3,5,0,14,12,12,False,False,True,False,False,True,False,False,False,False,False,True,False,1.0,1,0,0.4,-2,5,4,1.5714285714285714,0,-2,13.0,-1,0,0,0.0,2.0,0,0,0,8,0,1,0,0,0,1
0,0,15,1,1,1,4,4,2,1,0,0,0,0,1,1,1,1,0,4,3,2,1,1,5,0,16,16,15,False,False,False,True,False,False,False,True,False,False,False,True,False,4.0,4,0,0.25,-2,3,2,1.0,0,0,16.0,0,0,0,0.0,4.0,0,1,0,2,0,0,0,1,0,1
0,1,15,1,1,1,4,3,2,4,0,1,1,0,0,1,1,1,0,2,2,2,1,1,3,0,7,9,0,False,False,False,True,False,False,True,False,False,False,False,False,False,3.5,4,1,1.3333333333333333,2,2,2,1.0,2,2,8.0,1,0,0,0.0,14.0,0,1,4,8,0,0,0,0,0,0
0,1,16,1,0,1,2,2,2,1,2,0,1,0,1,1,1,1,0,2,3,3,2,2,2,8,9,9,9,False,False,True,False,False,False,True,False,False,False,True,False,False,2.0,2,0,0.25,-2,4,4,2.0,1,0,9.0,0,0,2,2.1972245773362196,2.0,16,1,1,4,0,1,1,1,0,2
0,0,15,1,1,1,4,4,1,3,0,0,1,1,1,1,1,1,0,4,2,2,1,1,5,2,9,11,11,False,False,False,True,False,False,True,False,False,False,False,True,False,4.0,4,0,1.0,1,3,2,1.0,2,2,10.0,1,0,1,1.0986122886681098,12.0,0,1,3,6,0,0,0,0,0,0
0,0,16,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,3,4,4,3,3,1,2,14,14,13,False,False,False,False,False,False,False,False,False,False,False,True,False,1.0,1,0,0.2,-3,4,6,3.0,0,0,14.0,0,0,1,1.0986122886681098,1.0,0,1,0,6,0,0,0,1,0,1
0,1,17,1,1,1,2,1,1,1,3,0,1,0,0,1,1,1,0,5,4,5,1,2,5,0,5,0,0,False,True,False,False,False,True,False,False,True,False,False,True,False,1.5,2,1,0.2,-3,5,3,1.2857142857142858,1,-5,2.5,-1,1,0,0.0,1.5,0,1,1,3,0,1,1,1,0,2
0,0,15,1,1,1,1,1,1,2,0,0,1,1,0,1,1,1,0,4,4,2,1,2,5,0,8,11,11,False,True,False,False,False,False,True,False,False,False,False,False,False,1.0,1,0,0.4,-2,2,3,1.2857142857142858,2,3,9.5,1,0,0,0.0,2.0,0,1,2,6,0,0,0,0,0,0
0,0,15,1,1,1,3,2,1,2,3,0,1,0,0,1,1,1,0,3,3,2,1,1,3,0,6,7,0,True,False,False,False,False,False,True,False,True,False,False,False,False,2.5,3,1,0.5,-1,2,2,1.0,1,1,6.5,1,0,0,0.0,5.0,0,1,2,4,0,1,1,0,0,1
0,0,15,1,1,1,1,2,1,2,0,0,1,1,0,0,1,1,0,4,3,2,1,1,5,2,10,11,11,False,False,False,False,False,True,False,False,False,False,False,True,False,1.5,2,1,0.5,-1,2,2,1.0,2,1,10.5,1,0,1,1.0986122886681098,3.0,0,1,2,4,0,0,0,0,0,0
0,1,16,1,1,1,4,4,1,1,0,0,1,0,0,1,0,1,1,3,3,2,2,1,5,0,7,6,0,False,False,False,True,False,False,False,True,False,False,False,True,False,4.0,4,0,0.25,-2,3,3,1.7142857142857142,1,-1,6.5,-1,0,0,0.0,4.0,0,0,1,3,0,0,0,1,0,1
0,1,15,1,0,0,2,1,4,1,3,0,0,0,0,1,1,1,0,4,5,5,2,5,5,0,8,9,10,False,False,True,False,False,True,False,False,False,False,False,True,False,1.5,2,1,0.16666666666666666,-4,5,7,2.857142857142857,0,1,8.5,1,0,0,0.0,1.5,0,1,0,7,0,1,1,1,1,3
0,1,18,1,0,1,1,1,1,1,3,0,0,0,0,1,0,1,1,2,3,5,2,5,4,0,6,5,0,False,True,False,False,False,True,False,False,False,False,False,True,False,1.0,1,0,0.25,-2,6,7,2.857142857142857,0,-1,5.5,-1,1,0,0.0,1.0,0,0,0,7,0,1,1,1,1,3
0,1,16,1,0,1,2,1,1,1,1,0,0,0,1,1,1,0,1,4,4,4,3,5,5,6,12,13,14,False,False,False,False,False,True,False,False,False,False,False,True,False,1.5,2,1,0.2,-3,6,8,3.5714285714285716,0,1,12.5,1,0,2,1.9459101490553132,1.5,6,0,0,8,0,1,0,1,1,3
0,0,15,0,1,1,3,3,2,3,2,0,1,1,1,1,1,1,1,4,2,1,2,3,3,8,10,10,10,False,False,True,False,False,False,True,False,False,False,True,False,True,3.0,3,0,1.0,1,3,5,2.2857142857142856,2,0,10.0,0,0,2,2.1972245773362196,9.0,16,1,3,15,0,1,1,0,0,1
0,1,19,1,1,1,3,2,1,1,3,0,1,0,0,1,0,1,1,4,5,4,1,1,4,0,5,0,0,False,False,True,False,False,False,False,False,True,False,False,True,False,2.5,3,1,0.16666666666666666,-4,5,2,1.0,1,-5,2.5,-1,1,0,0.0,2.5,0,0,1,2,0,1,1,1,0,2
0,0,17,1,1,1,4,4,1,1,0,1,1,0,0,1,1,0,1,4,2,1,1,1,4,0,11,11,12,False,True,False,False,False,False,False,True,False,False,False,True,False,4.0,4,0,0.3333333333333333,-1,2,2,1.0,2,0,11.0,0,1,0,0.0,4.0,0,0,1,2,0,0,0,1,0,1
0,1,15,0,1,1,2,3,1,2,0,1,0,1,1,1,1,0,0,4,4,4,1,1,1,2,11,8,8,False,False,False,False,False,False,True,False,False,False,False,True,False,2.5,3,1,0.4,-2,5,2,1.0,2,-3,9.5,-1,0,1,1.0986122886681098,5.0,0,0,0,4,0,0,0,0,0,0
0,1,17,0,0,1,1,2,1,1,0,0,0,0,0,1,1,0,0,2,2,2,3,3,5,8,16,12,13,False,True,False,False,False,True,False,False,False,False,True,True,False,1.5,2,1,0.3333333333333333,-1,2,6,3.0,0,-4,14.0,-1,1,2,2.1972245773362196,1.5,0,0,0,6,0,0,0,1,0,1
0,0,18,0,1,1,1,1,3,1,3,0,1,0,1,0,1,0,0,5,2,5,1,5,4,6,9,8,10,False,False,False,False,False,True,False,False,False,False,False,True,False,1.0,1,0,0.3333333333333333,-1,6,6,2.142857142857143,1,-1,8.5,-1,1,2,1.9459101490553132,1.0,18,0,1,6,0,1,1,1,0,2
0,1,16,0,1,1,2,2,3,1,0,0,0,0,0,0,1,0,0,4,2,2,1,2,3,2,17,15,15,False,False,False,False,False,True,False,False,False,False,False,True,False,2.0,2,0,0.3333333333333333,-1,2,3,1.2857142857142858,0,-2,16.0,-1,0,1,1.0986122886681098,2.0,0,0,0,3,0,0,0,1,0,1
0,1,16,1,1,1,3,3,1,2,1,0,1,1,0,1,1,1,1,4,5,5,4,4,5,4,10,12,12,False,True,False,False,False,False,True,False,False,False,False,False,False,3.0,3,0,0.3333333333333333,-3,6,8,4.0,2,2,11.0,1,0,1,1.6094379124341003,6.0,4,1,2,16,0,1,0,0,1,2
0,1,17,0,0,1,2,1,2,1,2,0,0,0,1,1,0,1,1,3,3,2,2,2,5,0,7,6,0,False,False,False,False,False,True,False,False,False,False,False,True,False,1.5,2,1,0.25,-2,4,4,2.0,0,-1,6.5,-1,1,0,0.0,1.5,0,0,0,4,0,1,1,1,0,2
0,1,15,0,1,1,3,2,2,2,2,1,1,0,0,1,1,1,1,4,4,4,1,4,3,6,5,9,7,False,True,False,False,False,True,False,False,False,False,False,True,False,2.5,3,1,0.4,-2,5,5,1.8571428571428572,2,4,7.0,1,0,2,1.9459101490553132,5.0,12,1,2,10,0,1,1,0,0,1
0,1,16,1,0,1,1,2,2,1,1,0,0,0,1,1,1,0,0,4,4,4,2,4,5,0,7,0,0,False,True,False,False,False,True,False,False,False,False,False,True,False,1.5,2,1,0.2,-3,5,6,2.5714285714285716,0,-7,3.5,-1,0,0,0.0,1.5,0,0,0,6,0,1,0,1,0,2
0,1,17,1,1,1,1,3,1,1,0,0,0,0,0,1,0,1,0,5,3,3,1,4,2,2,10,10,10,False,False,False,False,False,False,True,False,False,False,False,False,False,2.0,3,2,0.25,-2,3,5,1.8571428571428572,0,0,10.0,0,1,1,1.0986122886681098,2.0,0,0,0,5,0,0,0,1,0,1
0,1,17,0,0,1,1,1,4,2,3,0,0,0,1,1,0,0,1,5,3,5,1,5,5,0,5,8,7,False,True,False,False,False,False,True,False,False,False,False,True,False,1.0,1,0,0.5,-1,7,6,2.142857142857143,0,3,6.5,1,1,0,0.0,2.0,0,0,0,12,0,1,1,0,0,1
0,1,16,1,1,1,3,2,2,1,1,0,1,0,1,0,0,0,0,4,5,2,1,1,2,16,12,11,12,False,False,True,False,False,False,True,False,False,False,False,True,False,2.5,3,1,0.16666666666666666,-4,3,2,1.0,1,-1,11.5,-1,0,3,2.833213344056216,2.5,16,0,1,2,1,1,0,1,0,3
0,1,16,1,1,1,2,2,1,2,0,0,0,0,0,1,0,1,0,4,3,5,2,4,4,4,10,10,10,False,True,False,False,False,True,False,False,False,False,False,False,False,2.0,2,0,0.5,-1,5,6,2.5714285714285716,0,0,10.0,0,0,1,1.6094379124341003,4.0,0,0,0,12,0,0,0,0,0,0
0,0,16,1,1,1,4,2,1,2,0,0,0,1,0,1,1,1,1,4,2,3,1,1,3,0,14,15,16,True,False,False,False,False,False,True,False,True,False,False,False,False,3.0,4,2,0.6666666666666666,0,4,2,1.0,1,1,14.5,1,0,0,0.0,6.0,0,1,0,4,0,0,0,0,0,0
0,0,16,1,1,1,2,2,1,2,0,0,1,1,0,0,1,1,0,5,1,5,1,1,4,0,6,7,0,False,True,False,False,False,True,False,False,True,False,False,True,False,2.0,2,0,1.0,1,5,2,1.0,2,1,6.5,1,0,0,0.0,4.0,0,1,2,4,0,0,0,0,0,0
0,0,16,1,1,1,4,4,1,2,0,0,1,1,0,1,1,1,1,4,4,2,1,1,3,0,14,14,14,True,False,False,False,True,False,False,False,False,False,True,True,False,4.0,4,0,0.4,-2,3,2,1.0,2,0,14.0,0,0,0,0.0,8.0,0,1,2,4,0,0,0,0,0,0
0,1,16,1,1,1,3,4,3,1,2,0,1,0,1,0,1,1,0,3,4,5,2,4,2,0,6,5,0,False,True,False,False,False,True,False,False,False,False,False,False,False,3.5,4,1,0.2,-3,6,6,2.5714285714285716,1,-1,5.5,-1,0,0,0.0,3.5,0,1,1,6,0,1,1,1,0,2
